order_id,signal_time,fill_time,symbol,side,qty,fill_price,commission,slip,slip_dir,costs,strategy_id,exit_reason,is_maker
qt_c69391d7f09ee348daa24ea3,2017-10-20,2017-10-21,BTC-USDT,buy,0.15044154593732603,6016.72686,0.45258284515051667,3.006859999999506,positive,"{'commission': np.float64(0.45258284515051667), 'slippage': np.float64(0.4523566668170338), 'impact': np.float64(0.0), 'funding': None, 'borrow': None, 'funding_status': 'not_modeled', 'borrow_status': 'not_modeled', 'modeled_total': np.float64(0.9049395119675505)}",TrendBreakout,signal,False
qt_cc164492307749765185c258,2017-10-25,2017-10-26,BTC-USDT,sell,0.15044154593732603,5667.264950000001,0.42629605015721145,2.8350499999996828,negative,"{'commission': np.float64(0.42629605015721145), 'slippage': np.float64(0.42650930480956845), 'impact': np.float64(0.0), 'funding': None, 'borrow': None, 'funding_status': 'not_modeled', 'borrow_status': 'not_modeled', 'modeled_total': np.float64(0.8528053549667799)}",Router,StateSwitch,False
qt_25093263a015d62a93dda851,2017-11-19,2017-11-20,BTC-USDT,buy,0.07332535343748472,8061.1385549999995,0.29554291682695494,4.028554999999869,positive,"{'commission': np.float64(0.29554291682695494), 'slippage': np.float64(0.2953952192173367), 'impact': np.float64(0.0), 'funding': None, 'borrow': None, 'funding_status': 'not_modeled', 'borrow_status': 'not_modeled', 'modeled_total': np.float64(0.5909381360442916)}",TrendBreakout,signal,False
qt_49a84a27aafb44a67806b210,2017-12-14,2017-12-15,BNB-USDT,short,392.2440654341954,3.1502241000000004,0.6178283540063898,0.0015758999999997414,negative,"{'commission': np.float64(0.6178283540063898), 'slippage': np.float64(0.6181374227176472), 'impact': np.float64(0.0), 'funding': None, 'borrow': None, 'funding_status': 'not_modeled', 'borrow_status': 'not_modeled', 'modeled_total': np.float64(1.2359657767240368)}",VolatilityReversion,signal,False
qt_3f12221e35f39300f576da68,2017-12-15,2017-12-16,BNB-USDT,cover,392.2440654341954,4.16208,0.816275589931178,0.0020799999999994156,positive,"{'commission': np.float64(0.816275589931178), 'slippage': np.float64(0.8158676561028972), 'impact': np.float64(0.0), 'funding': None, 'borrow': None, 'funding_status': 'not_modeled', 'borrow_status': 'not_modeled', 'modeled_total': np.float64(1.6321432460340752)}",VolatilityReversion,hard_stop,False
qt_b0e833e512ae8f4ef1637836,2017-12-16,2017-12-17,BNB-USDT,short,304.94203698150505,4.6276850000000005,0.7055878452043781,0.002314999999999401,negative,"{'commission': np.float64(0.7055878452043781), 'slippage': np.float64(0.7059408156120015), 'impact': np.float64(0.0), 'funding': None, 'borrow': None, 'funding_status': 'not_modeled', 'borrow_status': 'not_modeled', 'modeled_total': np.float64(1.4115286608163795)}",VolatilityReversion,signal,False
qt_12e4a15cf8b0b874bf11e12e,2017-12-17,2017-12-18,BNB-USDT,cover,304.94203698150505,6.001999499999999,0.9151309767459874,0.0029994999999995997,positive,"{'commission': np.float64(0.9151309767459874), 'slippage': np.float64(0.9146736399259023), 'impact': np.float64(0.0), 'funding': None, 'borrow': None, 'funding_status': 'not_modeled', 'borrow_status': 'not_modeled', 'modeled_total': np.float64(1.8298046166718898)}",VolatilityReversion,hard_stop,False
qt_00eef21aae6e75729b254bb2,2017-12-18,2017-12-19,ETH-USDT,buy,0.5034909539393013,784.3919999999999,0.1974671381711782,0.39199999999993906,positive,"{'commission': np.float64(0.1974671381711782), 'slippage': np.float64(0.19736845394417543), 'impact': np.float64(0.0), 'funding': None, 'borrow': None, 'funding_status': 'not_modeled', 'borrow_status': 'not_modeled', 'modeled_total': np.float64(0.39483559211535363)}",TrendBreakout,signal,False
qt_0a1f3c705909484caa69d51a,2017-12-18,2017-12-19,BNB-USDT,short,217.76585170228537,5.977010000000001,0.6507943366415384,0.002989999999999604,negative,"{'commission': np.float64(0.6507943366415384), 'slippage': np.float64(0.651119896589747), 'impact': np.float64(0.0), 'funding': None, 'borrow': None, 'funding_status': 'not_modeled', 'borrow_status': 'not_modeled', 'modeled_total': np.float64(1.3019142332312854)}",VolatilityReversion,signal,False
qt_73d0c5ea35c23af564beefae,2017-12-21,2017-12-22,BTC-USDT,sell,0.07332535343748472,15506.272985000001,0.5685014735616233,7.757014999999228,negative,"{'commission': np.float64(0.5685014735616233), 'slippage': np.float64(0.568785866494814), 'impact': np.float64(0.0), 'funding': None, 'borrow': None, 'funding_status': 'not_modeled', 'borrow_status': 'not_modeled', 'modeled_total': np.float64(1.1372873400564374)}",Router,StateSwitch,False
